MODEL,MANUFACTURER,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,,,,FUEL,CO2 EMISSIONS 
YEAR,,# = high output engine,,(L),,,TYPE,CITY (L/100 km),HWY (L/100 km),CITY (mi./gal.),HWY (mi./gal.),(L) / YEAR,(kg) / YEAR
2010,TOYOTA,VENZA,SPECIAL PURPOSE,2.7,4,AS6,X,10,6.8,28,42,1700,3910
2010,TOYOTA,VENZA,SPECIAL PURPOSE,3.5,6,AS6,X,11,7.6,26,37,1900,4370
2010,TOYOTA,VENZA AWD,SPECIAL PURPOSE,2.7,4,AS6,X,10.2,7.1,28,40,1760,4048
2010,TOYOTA,VENZA AWD,SPECIAL PURPOSE,3.5,6,AS6,X,11.5,7.9,25,36,1980,4554
2010,TOYOTA,YARIS,SUBCOMPACT,1.5,4,A4,X,7,5.6,40,50,1280,2944
2010,TOYOTA,YARIS,SUBCOMPACT,1.5,4,M5,X,6.9,5.4,41,52,1240,2852
2010,VOLKSWAGEN,CC,SUBCOMPACT,2,4,AS6,Z,9.6,6.6,29,43,1660,3818
2010,VOLKSWAGEN,CC,SUBCOMPACT,2,4,M6,Z,10,6.6,28,43,1700,3910
2010,VOLKSWAGEN,CC 4MOTION,SUBCOMPACT,3.6,6,AS6,Z,12.7,8.3,22,34,2140,4922
2010,VOLKSWAGEN,CITY GOLF,COMPACT,2,4,AS6,X,9.9,6.9,29,41,1700,3910
2010,VOLKSWAGEN,CITY GOLF,COMPACT,2,4,M5,X,9.8,6.9,29,41,1700,3910
2010,VOLKSWAGEN,EOS,SUBCOMPACT,2,4,AS6,Z,9.2,6.6,31,43,1600,3680
2010,VOLKSWAGEN,EOS,SUBCOMPACT,2,4,M6,Z,10,6.6,28,43,1700,3910
2010,VOLKSWAGEN,GOLF,COMPACT,2.5,5,AS6,X,9.2,6.9,31,41,1640,3772
2010,VOLKSWAGEN,GOLF,COMPACT,2.5,5,M5,X,10.4,7,27,40,1780,4094
2010,VOLKSWAGEN,GOLF TDI CLEAN DIESEL,COMPACT,2,4,AS6,D,6.7,4.6,42,61,1160,3132
2010,VOLKSWAGEN,GOLF TDI CLEAN DIESEL,COMPACT,2,4,M6,D,6.7,4.7,42,60,1160,3132
2010,VOLKSWAGEN,GOLF WAGON,STATION WAGON,2.5,5,AS6,X,9.3,6.9,30,41,1640,3772
2010,VOLKSWAGEN,GOLF WAGON,STATION WAGON,2.5,5,M5,X,10.4,7,27,40,1780,4094
2010,VOLKSWAGEN,GOLF WAGON TDI CLEAN DIESEL,STATION WAGON,2,4,AS6,D,6.7,4.6,42,61,1160,3132
2010,VOLKSWAGEN,GOLF WAGON TDI CLEAN DIESEL,STATION WAGON,2,4,M6,D,6.7,4.7,42,60,1160,3132
2010,VOLKSWAGEN,GTI,COMPACT,2,4,AS6,Z,8.7,6.3,32,45,1520,3496
2010,VOLKSWAGEN,GTI,COMPACT,2,4,M6,Z,10,6.6,28,43,1700,3910
2010,VOLKSWAGEN,JETTA,COMPACT,2,4,AS6,Z,8.7,6.3,32,45,1520,3496
2010,VOLKSWAGEN,JETTA,COMPACT,2,4,M6,Z,10,6.6,28,43,1700,3910
2010,VOLKSWAGEN,JETTA,COMPACT,2.5,5,AS6,X,9.3,6.9,30,41,1640,3772
2010,VOLKSWAGEN,JETTA,COMPACT,2.5,5,M5,X,10.4,7,27,40,1780,4094
2010,VOLKSWAGEN,JETTA TDI CLEAN DIESEL,COMPACT,2,4,AS6,D,6.7,4.6,42,61,1160,3132
2010,VOLKSWAGEN,JETTA TDI CLEAN DIESEL,COMPACT,2,4,M6,D,6.7,4.7,42,60,1160,3132
2010,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,2.5,5,AS6,X,10.4,6.8,27,42,1760,4048
2010,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,2.5,5,M5,X,10.4,7.1,27,40,1780,4094
2010,VOLKSWAGEN,NEW BEETLE CONVERTIBLE,SUBCOMPACT,2.5,5,AS6,X,10.5,7,27,40,1780,4094
2010,VOLKSWAGEN,NEW BEETLE CONVERTIBLE,SUBCOMPACT,2.5,5,M5,X,10.2,7.1,28,40,1760,4048
2010,VOLKSWAGEN,PASSAT,MID-SIZE,2,4,AS6,Z,9.6,6.6,29,43,1660,3818
2010,VOLKSWAGEN,PASSAT,MID-SIZE,2,4,M6,Z,10,6.6,28,43,1700,3910
2010,VOLKSWAGEN,PASSAT WAGON,STATION WAGON,2,4,AS6,Z,9.6,6.6,29,43,1660,3818
2010,VOLKSWAGEN,PASSAT WAGON,STATION WAGON,2,4,M6,Z,10,6.6,28,43,1700,3910
2010,VOLKSWAGEN,PASSAT WAGON 4MOTION,STATION WAGON,3.6,6,AS6,Z,12.7,8.3,22,34,2140,4922
2010,VOLKSWAGEN,ROUTAN,MINIVAN,4,6,A6,X,12.2,7.9,23,36,2060,4738
2010,VOLKSWAGEN,TIGUAN,SPECIAL PURPOSE,2,4,AS6,Z,11.4,8.1,25,35,1980,4554
2010,VOLKSWAGEN,TIGUAN,SPECIAL PURPOSE,2,4,M6,Z,11.2,7.6,25,37,1920,4416
2010,VOLKSWAGEN,TIGUAN 4MOTION,SPECIAL PURPOSE,2,4,AS6,Z,11.6,8.3,24,34,2020,4646
2010,VOLKSWAGEN,TOUAREG,SPECIAL PURPOSE,3.6,6,AS6,Z,14.8,10.4,19,27,2560,5888
2010,VOLKSWAGEN,TOUAREG TDI CLEAN DIESEL,SPECIAL PURPOSE,3,6,AS6,D,11.9,8,24,35,2040,5508
2010,VOLVO,C30 2.4i,COMPACT,2.4,5,AS5,X,10.6,7.1,27,40,1800,4140
2010,VOLVO,C30 2.4i,COMPACT,2.4,5,M5,X,10.3,7,27,40,1760,4048
2010,VOLVO,C30 T5,COMPACT,2.5,5,AS5,X,10.2,6.8,28,42,1740,4002
2010,VOLVO,C30 T5,COMPACT,2.5,5,M6,X,10.2,6.8,28,42,1740,4002
2010,VOLVO,C70 T5,SUBCOMPACT,2.5,5,AS5,X,11.3,7.2,25,39,1900,4370
2010,VOLVO,C70 T5,SUBCOMPACT,2.5,5,M6,X,10.8,7.2,26,39,1840,4232
2010,VOLVO,S40 2.4i,COMPACT,2.4,5,AS5,X,10.6,7.1,27,40,1800,4140
2010,VOLVO,S40 2.4i,COMPACT,2.4,5,M5,X,10.3,7,27,40,1760,4048
2010,VOLVO,S40 T5,COMPACT,2.5,5,AS5,X,10.2,6.8,28,42,1740,4002
2010,VOLVO,S40 T5,COMPACT,2.5,5,M6,X,10.2,6.8,28,42,1740,4002
2010,VOLVO,S40 T5 AWD,COMPACT,2.5,5,AS5,X,11.2,7.3,25,39,1880,4324
2010,VOLVO,S40 T5 AWD,COMPACT,2.5,5,M6,X,10.9,7.3,26,39,1860,4278
2010,VOLVO,S80 3.2,MID-SIZE,3.2,6,AS6,X,12.2,7.6,23,37,2020,4646
2010,VOLVO,S80 T6 AWD,MID-SIZE,3,6,AS6,X,13.3,8.6,21,33,2240,5152
2010,VOLVO,S80 V8 AWD,MID-SIZE,4.4,8,AS6,X,14,9,20,31,2340,5382
2010,VOLVO,V50 2.4i,STATION WAGON,2.4,5,AS5,X,10.6,7.1,27,40,1800,4140
2010,VOLVO,V50 2.4i,STATION WAGON,2.4,5,M5,X,10.3,7,27,40,1760,4048
2010,VOLVO,V50 T5,STATION WAGON,2.5,5,AS5,X,10.2,6.8,28,42,1740,4002
2010,VOLVO,V50 T5,STATION WAGON,2.5,5,M6,X,10.2,6.8,28,42,1740,4002
2010,VOLVO,V50 T5 AWD,STATION WAGON,2.5,5,AS5,X,11.2,7.4,25,38,1900,4370
2010,VOLVO,V50 T5 AWD,STATION WAGON,2.5,5,M6,X,10.8,7.4,26,38,1860,4278
2010,VOLVO,V70 3.2,STATION WAGON,3.2,6,AS6,X,12.2,7.6,23,37,2020,4646
2010,VOLVO,XC60 3.2,STATION WAGON,3.2,6,AS6,X,12.2,7.6,23,37,2020,4646
2010,VOLVO,XC60 3.2 AWD,SPECIAL PURPOSE,3.2,6,AS6,X,13.8,8.9,20,32,2320,5336
2010,VOLVO,XC60 T6 AWD,SPECIAL PURPOSE,3,6,AS6,X,13,9,22,31,2240,5152
2010,VOLVO,XC70 3.2 AWD,SPECIAL PURPOSE,3.2,6,AS6,X,13.8,8.9,20,32,2320,5336
2010,VOLVO,XC70 T6 AWD,SPECIAL PURPOSE,3,6,AS6,X,13,9,22,31,2240,5152
2010,VOLVO,XC90 3.2,SPECIAL PURPOSE,3.2,6,AS6,X,14,9.3,20,30,2380,5474
2010,VOLVO,XC90 3.2 AWD,SPECIAL PURPOSE,3.2,6,AS6,X,13.9,9.3,20,30,2360,5428
2010,VOLVO,XC90 V8 AWD,SPECIAL PURPOSE,4.4,8,AS6,X,16.2,10.6,17,27,2740,6302
,,,,,,,,,,,,,
Understanding the Table,,,,,,,,,,,,,
Model,4WD/4X4 = Four-wheel drive,,,,,,,,,,,,
,AWD = All-wheel drive,,,,,,,,,,,,
,CNG = Compressed natural gas,,,,,,,,,,,,
,FFV = Flexible-fuel vehicle,,,,,,,,,,,,
,NGV = Natural gas vehicle,,,,,,,,,,,,
,# = High output engine that provides more power than the standard engine of the same size,,,,,,,,,,,,
Transmission,A = Automatic,,,,,,,,,,,,
,AM = Automated manual,,,,,,,,,,,,
,AS = Automatic with select shift,,,,,,,,,,,,
,AV = Continuously variable,,,,,,,,,,,,
,M = Manual,,,,,,,,,,,,
,Number of gears (3 – 8),,,,,,,,,,,,
Fuel Type,D = Diesel,,,,,,,,,,,,
,E = Ethanol (E85),,,,,,,,,,,,
,N = Natural Gas,,,,,,,,,,,,
,X = Regular gasoline,,,,,,,,,,,,
,Z = Premium gasoline,,,,,,,,,,,,
Fuel Consumption,Fuel consumption ratings are shown in litres per 100 kilometres (L/100 km) and in miles per imperial gallon (mi./gal.),,,,,,,,,,,,
Fuel (L) / Year,Estimated annual fuel use is based on 20 000 km driven and a combined rating of 55 percent city and 45 percent highway.,,,,,,,,,,,,
CO2 Emissions (kg) / Year,Annual carbon dioxide emissions are based on estimated annual fuel use and fuel type.,,,,,,,,,,,,
